fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	seed	max_depth	min_gain_to_split	lambda_l1	lambda_l2	max_bin	num_iterations	force_row_wise	learning_rate	feature_fraction	bagging_fraction	bagging_freq	min_gain_to_split	min_data_in_leaf	num_leaves	max_bin	lambda_l1	lambda_l2	ratio_corte	iteracion_bayesiana	ganancia
20211125 042246	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	106	TRUE	0.0772112887068652	0.633040470168344	0.440976799814962	52	5.39393354603089	3644	287	38	41.9139528233791	28.7003108416684	0.037416508184402	1	8810000
20211125 042350	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	201	TRUE	0.0638561918716878	0.490051603609463	0.628601355638239	33	8.63077310888912	4678	222	149	58.2743513252353	35.0992320541991	0.0379580767180107	2	8898750
20211125 042415	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	176	TRUE	0.053631811184343	0.616793097302434	0.321516701575019	92	2.4939877485449	4891	626	121	62.5339758832706	7.70540009252727	0.0353383963693917	3	8528750
20211125 042448	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	116	TRUE	0.0649580881008878	0.188847564625903	0.525633688253001	65	4.35836993559496	4179	428	100	72.9761936335126	76.0679731407436	0.0376348148801202	4	8545000
20211125 042530	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	330	TRUE	0.0596981963715516	0.684549638818135	0.460339306706446	45	10.3154991645715	4463	456	78	56.6177283204161	86.3766502786893	0.0439615108502626	5	8561250
20211125 042602	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	130	TRUE	0.0814079891266301	0.122113602834288	0.720087474111351	73	12.208644871891	2419	702	199	83.657208160148	66.5474609675584	0.0424627514200431	6	8507500
20211125 042654	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	240	TRUE	0.0370904281623662	0.220554879714618	0.268313526206766	47	8.03931231232127	5277	806	55	5.9139002172742	58.9967821585014	0.0387221501530246	7	7571250
20211125 042731	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	205	TRUE	0.0425378292985261	0.706787938707275	0.557114808029728	43	3.48374241901911	2674	527	32	76.2592554138973	55.1486357825343	0.043906934176333	8	8627500
20211125 042835	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	183	TRUE	0.0729224329879507	0.451372505624895	0.966772640548879	81	9.41918623389211	3284	485	166	16.0201930964831	15.6235898798332	0.0432058338266225	9	8436250
20211125 042914	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	102	TRUE	0.0868931377436966	0.428298536380753	0.409260381701752	51	9.30415933820768	2405	886	123	49.9653130106162	30.0597474625101	0.0370974445521984	10	8405000
20211125 042954	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	106	TRUE	0.0753886611745693	0.588525713939453	0.765004214519286	58	11.5485133790353	7210	369	189	86.0605055728229	72.1028452168684	0.0504561350478805	11	7477500
20211125 043054	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	112	TRUE	0.0518244750862941	0.661890516920248	0.578564339256845	55	5.66487111820607	197	755	225	46.0491000587353	96.2653003999731	0.045728955444443	12	8535000
20211125 043143	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	267	TRUE	0.0440727587295696	0.166049595270888	0.191349130745512	27	3.16444908210542	3056	254	145	39.1443043027539	19.5963954541367	0.040796063762348	13	7803750
20211125 043256	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	302	TRUE	0.0602242690701969	0.260191394407302	0.985635153515614	63	5.18634032297996	4313	729	247	27.9925695084967	74.2336370307021	0.0449061071298127	14	9030000
20211125 043411	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	495	TRUE	0.0246056039431132	0.915117244710564	0.745458392691798	29	13.7637384218106	6250	637	51	71.3550832035253	64.4328685378423	0.0391545653387742	15	9242500
20211125 043448	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	222	TRUE	0.0304838866987266	0.794787592208595	0.372538100624806	61	12.4126980413566	1400	128	89	60.8291597384959	53.2481842301786	0.0483570322044358	16	7952500
20211125 043519	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	200	TRUE	0.0289563614106737	0.751851371211233	0.225335315002012	7	0.833390601648716	901	571	63	33.4818493574858	46.0077803838067	0.042391381923366	17	8228750
20211125 043539	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	135	TRUE	0.089555052950047	0.763627800893737	0.337376327044913	74	2.6752128021908	5893	197	137	26.4139596722089	60.9916995838284	0.0386633752734081	18	8138750
20211125 043715	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	376	TRUE	0.0408753442326561	0.511625690373476	0.430619845518377	66	3.90560352330795	5053	937	213	98.0315337347565	43.2191358553246	0.0364887047275994	19	8486250
